protein1,protein2,combined_score
9606.ENSP00000228837,9606.ENSP00000480043,554
9606.ENSP00000228837,9606.ENSP00000312506,492
9606.ENSP00000228837,9606.ENSP00000293825,787
9606.ENSP00000228837,9606.ENSP00000371790,515
9606.ENSP00000228837,9606.ENSP00000346508,432
9606.ENSP00000228837,9606.ENSP00000314897,521
9606.ENSP00000228837,9606.ENSP00000275493,924
9606.ENSP00000228837,9606.ENSP00000282397,875
9606.ENSP00000228837,9606.ENSP00000354558,491
9606.ENSP00000228837,9606.ENSP00000306512,755
9606.ENSP00000228837,9606.ENSP00000254958,453
9606.ENSP00000228837,9606.ENSP00000362299,534
9606.ENSP00000228837,9606.ENSP00000330382,661
9606.ENSP00000229795,9606.ENSP00000212015,437
9606.ENSP00000229795,9606.ENSP00000401303,424
9606.ENSP00000229795,9606.ENSP00000395708,917
9606.ENSP00000229795,9606.ENSP00000252804,513
9606.ENSP00000229795,9606.ENSP00000263967,552
9606.ENSP00000229795,9606.ENSP00000300651,929
9606.ENSP00000229795,9606.ENSP00000280357,521
9606.ENSP00000229795,9606.ENSP00000379287,475
9606.ENSP00000229795,9606.ENSP00000351273,641
9606.ENSP00000229795,9606.ENSP00000261799,451
9606.ENSP00000229795,9606.ENSP00000346839,452
9606.ENSP00000229795,9606.ENSP00000437955,693
9606.ENSP00000229795,9606.ENSP00000262948,951
9606.ENSP00000229795,9606.ENSP00000225831,635
9606.ENSP00000229795,9606.ENSP00000263923,620
9606.ENSP00000229795,9606.ENSP00000360266,992
9606.ENSP00000229795,9606.ENSP00000362680,818
9606.ENSP00000229795,9606.ENSP00000346032,504
9606.ENSP00000229795,9606.ENSP00000265171,489
9606.ENSP00000229795,9606.ENSP00000341189,941
9606.ENSP00000229795,9606.ENSP00000306512,645
9606.ENSP00000229795,9606.ENSP00000354558,554
9606.ENSP00000229795,9606.ENSP00000275493,799
9606.ENSP00000229795,9606.ENSP00000330382,489
9606.ENSP00000229795,9606.ENSP00000302486,970
9606.ENSP00000229795,9606.ENSP00000346671,749
9606.ENSP00000229795,9606.ENSP00000408695,517
9606.ENSP00000229795,9606.ENSP00000498587,545
9606.ENSP00000229795,9606.ENSP00000495360,838
9606.ENSP00000229795,9606.ENSP00000264498,425
9606.ENSP00000229795,9606.ENSP00000223095,527
9606.ENSP00000229795,9606.ENSP00000269571,491
9606.ENSP00000229795,9606.ENSP00000216117,453
9606.ENSP00000229795,9606.ENSP00000361423,635
9606.ENSP00000229795,9606.ENSP00000447297,761
9606.ENSP00000229795,9606.ENSP00000432511,551
9606.ENSP00000231948,9606.ENSP00000380638,403
9606.ENSP00000231948,9606.ENSP00000483570,836
9606.ENSP00000231948,9606.ENSP00000371067,435
9606.ENSP00000231948,9606.ENSP00000360266,710
9606.ENSP00000231948,9606.ENSP00000338272,441
9606.ENSP00000231948,9606.ENSP00000307900,812
9606.ENSP00000231948,9606.ENSP00000333769,679
9606.ENSP00000231948,9606.ENSP00000361423,418
9606.ENSP00000231948,9606.ENSP00000495360,444
9606.ENSP00000232003,9606.ENSP00000260356,786
9606.ENSP00000232003,9606.ENSP00000360170,525
9606.ENSP00000232003,9606.ENSP00000346839,598
9606.ENSP00000232003,9606.ENSP00000451040,433
9606.ENSP00000232003,9606.ENSP00000223095,658
9606.ENSP00000238497,9606.ENSP00000264933,857
9606.ENSP00000242159,9606.ENSP00000484411,856
9606.ENSP00000242159,9606.ENSP00000272369,907
9606.ENSP00000242159,9606.ENSP00000275493,564
