protein1,protein2,combined_score
9606.ENSP00000226574,9606.ENSP00000288135,441
9606.ENSP00000226574,9606.ENSP00000432511,482
9606.ENSP00000226574,9606.ENSP00000269571,733
9606.ENSP00000226574,9606.ENSP00000499900,675
9606.ENSP00000226574,9606.ENSP00000361423,490
9606.ENSP00000226574,9606.ENSP00000257290,323
9606.ENSP00000226574,9606.ENSP00000428924,507
9606.ENSP00000226730,9606.ENSP00000261799,757
9606.ENSP00000226730,9606.ENSP00000373700,383
9606.ENSP00000226730,9606.ENSP00000263923,440
9606.ENSP00000226730,9606.ENSP00000362680,571
9606.ENSP00000226730,9606.ENSP00000317272,374
9606.ENSP00000226730,9606.ENSP00000231948,353
9606.ENSP00000226730,9606.ENSP00000371067,896
9606.ENSP00000226730,9606.ENSP00000483570,477
9606.ENSP00000226730,9606.ENSP00000263967,555
9606.ENSP00000226730,9606.ENSP00000419260,328
9606.ENSP00000226730,9606.ENSP00000269571,609
9606.ENSP00000226730,9606.ENSP00000499900,989
9606.ENSP00000226730,9606.ENSP00000361423,418
9606.ENSP00000226730,9606.ENSP00000428924,349
9606.ENSP00000226730,9606.ENSP00000257290,733
9606.ENSP00000226730,9606.ENSP00000288135,571
9606.ENSP00000226730,9606.ENSP00000432511,999
9606.ENSP00000226730,9606.ENSP00000354558,612
9606.ENSP00000226730,9606.ENSP00000282397,598
9606.ENSP00000226730,9606.ENSP00000275493,851
9606.ENSP00000226730,9606.ENSP00000302486,401
9606.ENSP00000226730,9606.ENSP00000477713,913
9606.ENSP00000226730,9606.ENSP00000346671,661
9606.ENSP00000226951,9606.ENSP00000275493,311
9606.ENSP00000226951,9606.ENSP00000269571,311
9606.ENSP00000226951,9606.ENSP00000428924,573
9606.ENSP00000227155,9606.ENSP00000263923,492
9606.ENSP00000227155,9606.ENSP00000362680,364
9606.ENSP00000227155,9606.ENSP00000317272,602
9606.ENSP00000227155,9606.ENSP00000269571,491
9606.ENSP00000227155,9606.ENSP00000499900,419
9606.ENSP00000227155,9606.ENSP00000275493,738
9606.ENSP00000227155,9606.ENSP00000346671,360
9606.ENSP00000227163,9606.ENSP00000477713,525
9606.ENSP00000227163,9606.ENSP00000288135,672
9606.ENSP00000227163,9606.ENSP00000432511,353
9606.ENSP00000227163,9606.ENSP00000428924,452
9606.ENSP00000227163,9606.ENSP00000361423,387
9606.ENSP00000227163,9606.ENSP00000499900,326
9606.ENSP00000227163,9606.ENSP00000419260,346
9606.ENSP00000227163,9606.ENSP00000483570,684
9606.ENSP00000227163,9606.ENSP00000371067,395
9606.ENSP00000227163,9606.ENSP00000263923,365
9606.ENSP00000227163,9606.ENSP00000362680,383
9606.ENSP00000227322,9606.ENSP00000275493,921
9606.ENSP00000227348,9606.ENSP00000477713,344
9606.ENSP00000227471,9606.ENSP00000483570,388
9606.ENSP00000227507,9606.ENSP00000346671,391
9606.ENSP00000227507,9606.ENSP00000282397,455
9606.ENSP00000227507,9606.ENSP00000354558,802
9606.ENSP00000227507,9606.ENSP00000275493,841
9606.ENSP00000227507,9606.ENSP00000477713,375
9606.ENSP00000227507,9606.ENSP00000302486,751
9606.ENSP00000227507,9606.ENSP00000269571,904
9606.ENSP00000227507,9606.ENSP00000257290,516
9606.ENSP00000227507,9606.ENSP00000428924,597
9606.ENSP00000227507,9606.ENSP00000361423,742
9606.ENSP00000227507,9606.ENSP00000499900,517
9606.ENSP00000227507,9606.ENSP00000288135,749
9606.ENSP00000227507,9606.ENSP00000432511,385
9606.ENSP00000227507,9606.ENSP00000261937,324
9606.ENSP00000227507,9606.ENSP00000317272,655
9606.ENSP00000227507,9606.ENSP00000483570,451
9606.ENSP00000227507,9606.ENSP00000371067,852
9606.ENSP00000227507,9606.ENSP00000419260,378
9606.ENSP00000227507,9606.ENSP00000393312,627
9606.ENSP00000227507,9606.ENSP00000263967,704
9606.ENSP00000227507,9606.ENSP00000263923,592
9606.ENSP00000227507,9606.ENSP00000362680,875
9606.ENSP00000227507,9606.ENSP00000261799,692
9606.ENSP00000227507,9606.ENSP00000373700,549
9606.ENSP00000227507,9606.ENSP00000262948,347
9606.ENSP00000227638,9606.ENSP00000362680,662
9606.ENSP00000227667,9606.ENSP00000275493,307
9606.ENSP00000227752,9606.ENSP00000477713,398
9606.ENSP00000227752,9606.ENSP00000432511,779
9606.ENSP00000227752,9606.ENSP00000499900,999
9606.ENSP00000227752,9606.ENSP00000428924,301
9606.ENSP00000227752,9606.ENSP00000371067,778
9606.ENSP00000227752,9606.ENSP00000483570,427
9606.ENSP00000227918,9606.ENSP00000269571,676
9606.ENSP00000228251,9606.ENSP00000275493,396
9606.ENSP00000228251,9606.ENSP00000361423,428
9606.ENSP00000228251,9606.ENSP00000269571,488
9606.ENSP00000228318,9606.ENSP00000275493,329
9606.ENSP00000228434,9606.ENSP00000362680,358
9606.ENSP00000228434,9606.ENSP00000483570,517
9606.ENSP00000228434,9606.ENSP00000371067,329
9606.ENSP00000228434,9606.ENSP00000288135,472
9606.ENSP00000228434,9606.ENSP00000432511,420
9606.ENSP00000228434,9606.ENSP00000269571,317
9606.ENSP00000228434,9606.ENSP00000428924,332
9606.ENSP00000228434,9606.ENSP00000499900,348
9606.ENSP00000228434,9606.ENSP00000477713,795
9606.ENSP00000228434,9606.ENSP00000354558,307
9606.ENSP00000228434,9606.ENSP00000346671,408
9606.ENSP00000228438,9606.ENSP00000371067,490
9606.ENSP00000228463,9606.ENSP00000477713,335
9606.ENSP00000228463,9606.ENSP00000428924,327
9606.ENSP00000228463,9606.ENSP00000419260,354
9606.ENSP00000228463,9606.ENSP00000483570,396
9606.ENSP00000228463,9606.ENSP00000362680,390
9606.ENSP00000228510,9606.ENSP00000483570,345
9606.ENSP00000228534,9606.ENSP00000371067,934
9606.ENSP00000228534,9606.ENSP00000275493,662
9606.ENSP00000228534,9606.ENSP00000261799,650
9606.ENSP00000228534,9606.ENSP00000257290,650
9606.ENSP00000228567,9606.ENSP00000428924,333
9606.ENSP00000228606,9606.ENSP00000393312,370
9606.ENSP00000228606,9606.ENSP00000362680,807
9606.ENSP00000228641,9606.ENSP00000317272,322
9606.ENSP00000228644,9606.ENSP00000317272,501
9606.ENSP00000228644,9606.ENSP00000261799,359
9606.ENSP00000228644,9606.ENSP00000263923,313
9606.ENSP00000228644,9606.ENSP00000354558,345
9606.ENSP00000228644,9606.ENSP00000257290,514
9606.ENSP00000228682,9606.ENSP00000302486,355
9606.ENSP00000228682,9606.ENSP00000282397,316
9606.ENSP00000228682,9606.ENSP00000354558,401
9606.ENSP00000228682,9606.ENSP00000275493,566
9606.ENSP00000228682,9606.ENSP00000288135,536
9606.ENSP00000228682,9606.ENSP00000269571,448
9606.ENSP00000228682,9606.ENSP00000428924,427
9606.ENSP00000228682,9606.ENSP00000257290,711
9606.ENSP00000228682,9606.ENSP00000361423,353
9606.ENSP00000228682,9606.ENSP00000263967,310
9606.ENSP00000228682,9606.ENSP00000393312,435
9606.ENSP00000228682,9606.ENSP00000317272,370
9606.ENSP00000228682,9606.ENSP00000371067,332
9606.ENSP00000228682,9606.ENSP00000261799,504
9606.ENSP00000228682,9606.ENSP00000263923,409
9606.ENSP00000228682,9606.ENSP00000362680,391
9606.ENSP00000228799,9606.ENSP00000354558,549
9606.ENSP00000228837,9606.ENSP00000362680,517
9606.ENSP00000228837,9606.ENSP00000263923,929
9606.ENSP00000228837,9606.ENSP00000373700,334
9606.ENSP00000228837,9606.ENSP00000261799,894
9606.ENSP00000228837,9606.ENSP00000371067,325
9606.ENSP00000228837,9606.ENSP00000317272,865
9606.ENSP00000228837,9606.ENSP00000393312,999
9606.ENSP00000228837,9606.ENSP00000263967,556
9606.ENSP00000228837,9606.ENSP00000257290,863
9606.ENSP00000228837,9606.ENSP00000269571,822
9606.ENSP00000228837,9606.ENSP00000288135,848
9606.ENSP00000228837,9606.ENSP00000261937,912
9606.ENSP00000228837,9606.ENSP00000275493,924
9606.ENSP00000228837,9606.ENSP00000282397,875
9606.ENSP00000228837,9606.ENSP00000354558,491
9606.ENSP00000228837,9606.ENSP00000302486,387
9606.ENSP00000228841,9606.ENSP00000257290,321
9606.ENSP00000228841,9606.ENSP00000362680,359
9606.ENSP00000228841,9606.ENSP00000263923,409
9606.ENSP00000228872,9606.ENSP00000371067,725
9606.ENSP00000228872,9606.ENSP00000231948,915
9606.ENSP00000228872,9606.ENSP00000317272,354
9606.ENSP00000228872,9606.ENSP00000419260,469
9606.ENSP00000228872,9606.ENSP00000263967,568
9606.ENSP00000228872,9606.ENSP00000393312,326
9606.ENSP00000228872,9606.ENSP00000362680,838
9606.ENSP00000228872,9606.ENSP00000263923,338
9606.ENSP00000228872,9606.ENSP00000373700,305
9606.ENSP00000228872,9606.ENSP00000261799,306
9606.ENSP00000228872,9606.ENSP00000275493,736
9606.ENSP00000228872,9606.ENSP00000354558,533
9606.ENSP00000228872,9606.ENSP00000302486,458
9606.ENSP00000228872,9606.ENSP00000428924,654
9606.ENSP00000228872,9606.ENSP00000499900,336
9606.ENSP00000228872,9606.ENSP00000361423,746
9606.ENSP00000228872,9606.ENSP00000269571,739
9606.ENSP00000228872,9606.ENSP00000288135,452
9606.ENSP00000228887,9606.ENSP00000231948,357
9606.ENSP00000228928,9606.ENSP00000499900,377
9606.ENSP00000228938,9606.ENSP00000261799,303
9606.ENSP00000228945,9606.ENSP00000428924,365
9606.ENSP00000228945,9606.ENSP00000362680,319
9606.ENSP00000229002,9606.ENSP00000317272,316
9606.ENSP00000229134,9606.ENSP00000371067,308
9606.ENSP00000229134,9606.ENSP00000499900,687
9606.ENSP00000229135,9606.ENSP00000346671,458
9606.ENSP00000229135,9606.ENSP00000354558,610
9606.ENSP00000229135,9606.ENSP00000282397,466
9606.ENSP00000229135,9606.ENSP00000275493,876
9606.ENSP00000229135,9606.ENSP00000302486,437
9606.ENSP00000229135,9606.ENSP00000477713,749
9606.ENSP00000229135,9606.ENSP00000269571,647
9606.ENSP00000229135,9606.ENSP00000361423,423
9606.ENSP00000229135,9606.ENSP00000499900,993
9606.ENSP00000229135,9606.ENSP00000428924,547
9606.ENSP00000229135,9606.ENSP00000257290,784
9606.ENSP00000229135,9606.ENSP00000288135,609
9606.ENSP00000229135,9606.ENSP00000432511,641
9606.ENSP00000229135,9606.ENSP00000261937,374
9606.ENSP00000229135,9606.ENSP00000317272,405
9606.ENSP00000229135,9606.ENSP00000371067,998
9606.ENSP00000229135,9606.ENSP00000483570,669
9606.ENSP00000229135,9606.ENSP00000263967,349
9606.ENSP00000229135,9606.ENSP00000419260,577
9606.ENSP00000229135,9606.ENSP00000263923,523
9606.ENSP00000229135,9606.ENSP00000362680,607
9606.ENSP00000229135,9606.ENSP00000261799,797
9606.ENSP00000229135,9606.ENSP00000373700,405
9606.ENSP00000229135,9606.ENSP00000262948,396
9606.ENSP00000229264,9606.ENSP00000354558,379
9606.ENSP00000229264,9606.ENSP00000483570,557
9606.ENSP00000229264,9606.ENSP00000419260,653
9606.ENSP00000229264,9606.ENSP00000263967,669
9606.ENSP00000229264,9606.ENSP00000362680,552
9606.ENSP00000229268,9606.ENSP00000477713,347
9606.ENSP00000229270,9606.ENSP00000275493,548
9606.ENSP00000229270,9606.ENSP00000477713,356
9606.ENSP00000229281,9606.ENSP00000477713,410
9606.ENSP00000229307,9606.ENSP00000263923,546
9606.ENSP00000229307,9606.ENSP00000362680,430
9606.ENSP00000229307,9606.ENSP00000261799,400
9606.ENSP00000229307,9606.ENSP00000393312,371
9606.ENSP00000229307,9606.ENSP00000317272,456
9606.ENSP00000229307,9606.ENSP00000231948,311
9606.ENSP00000229307,9606.ENSP00000371067,370
9606.ENSP00000229307,9606.ENSP00000288135,654
9606.ENSP00000229307,9606.ENSP00000269571,478
9606.ENSP00000229307,9606.ENSP00000257290,524
9606.ENSP00000229307,9606.ENSP00000302486,347
9606.ENSP00000229307,9606.ENSP00000354558,376
9606.ENSP00000229307,9606.ENSP00000282397,307
9606.ENSP00000229307,9606.ENSP00000275493,547
9606.ENSP00000229335,9606.ENSP00000483570,493
9606.ENSP00000229340,9606.ENSP00000275493,385
9606.ENSP00000229395,9606.ENSP00000393312,886
9606.ENSP00000229395,9606.ENSP00000263967,699
9606.ENSP00000229395,9606.ENSP00000361423,446
9606.ENSP00000229402,9606.ENSP00000477713,671
9606.ENSP00000229402,9606.ENSP00000288135,485
9606.ENSP00000229595,9606.ENSP00000432511,303
9606.ENSP00000229595,9606.ENSP00000499900,327
9606.ENSP00000229595,9606.ENSP00000371067,314
9606.ENSP00000229708,9606.ENSP00000371067,497
9606.ENSP00000229758,9606.ENSP00000362680,336
9606.ENSP00000229771,9606.ENSP00000346671,408
9606.ENSP00000229795,9606.ENSP00000371067,361
9606.ENSP00000229795,9606.ENSP00000419260,380
9606.ENSP00000229795,9606.ENSP00000263967,552
9606.ENSP00000229795,9606.ENSP00000261799,451
9606.ENSP00000229795,9606.ENSP00000262948,951
9606.ENSP00000229795,9606.ENSP00000263923,620
9606.ENSP00000229795,9606.ENSP00000362680,818
9606.ENSP00000229795,9606.ENSP00000354558,554
9606.ENSP00000229795,9606.ENSP00000275493,799
9606.ENSP00000229795,9606.ENSP00000302486,970
9606.ENSP00000229795,9606.ENSP00000346671,749
9606.ENSP00000229795,9606.ENSP00000269571,491
9606.ENSP00000229795,9606.ENSP00000257290,347
9606.ENSP00000229795,9606.ENSP00000361423,635
9606.ENSP00000229795,9606.ENSP00000432511,551
9606.ENSP00000229812,9606.ENSP00000354558,609
9606.ENSP00000229812,9606.ENSP00000231948,360
9606.ENSP00000229922,9606.ENSP00000361423,597
9606.ENSP00000230036,9606.ENSP00000428924,444
9606.ENSP00000230321,9606.ENSP00000393312,420
9606.ENSP00000230354,9606.ENSP00000362680,311
9606.ENSP00000230354,9606.ENSP00000263967,398
9606.ENSP00000230354,9606.ENSP00000269571,317
9606.ENSP00000230354,9606.ENSP00000275493,323
9606.ENSP00000230449,9606.ENSP00000275493,642
9606.ENSP00000230461,9606.ENSP00000302486,464
9606.ENSP00000230538,9606.ENSP00000261799,311
9606.ENSP00000230538,9606.ENSP00000317272,464
9606.ENSP00000230538,9606.ENSP00000257290,407
9606.ENSP00000230538,9606.ENSP00000282397,445
9606.ENSP00000230538,9606.ENSP00000275493,379
9606.ENSP00000230658,9606.ENSP00000257290,490
9606.ENSP00000230658,9606.ENSP00000288135,617
9606.ENSP00000230658,9606.ENSP00000263923,550
9606.ENSP00000230658,9606.ENSP00000393312,311
9606.ENSP00000230990,9606.ENSP00000346671,480
9606.ENSP00000230990,9606.ENSP00000275493,999
9606.ENSP00000230990,9606.ENSP00000317272,411
9606.ENSP00000230990,9606.ENSP00000282397,539
9606.ENSP00000230990,9606.ENSP00000302486,345
9606.ENSP00000230990,9606.ENSP00000263967,513
9606.ENSP00000230990,9606.ENSP00000393312,300
9606.ENSP00000230990,9606.ENSP00000362680,809
9606.ENSP00000230990,9606.ENSP00000257290,369
9606.ENSP00000230990,9606.ENSP00000269571,944
9606.ENSP00000230990,9606.ENSP00000263923,549
9606.ENSP00000230990,9606.ENSP00000288135,332
9606.ENSP00000230990,9606.ENSP00000261799,636
9606.ENSP00000231004,9606.ENSP00000263967,309
9606.ENSP00000231004,9606.ENSP00000317272,416
9606.ENSP00000231004,9606.ENSP00000371067,314
9606.ENSP00000231004,9606.ENSP00000263923,415
9606.ENSP00000231004,9606.ENSP00000362680,509
9606.ENSP00000231004,9606.ENSP00000261799,485
9606.ENSP00000231004,9606.ENSP00000302486,348
9606.ENSP00000231004,9606.ENSP00000477713,362
9606.ENSP00000231004,9606.ENSP00000354558,621
9606.ENSP00000231004,9606.ENSP00000282397,602
9606.ENSP00000231004,9606.ENSP00000275493,710
9606.ENSP00000231004,9606.ENSP00000288135,362
9606.ENSP00000231004,9606.ENSP00000269571,474
9606.ENSP00000231004,9606.ENSP00000257290,499
9606.ENSP00000231009,9606.ENSP00000477713,587
9606.ENSP00000231061,9606.ENSP00000282397,624
9606.ENSP00000231061,9606.ENSP00000275493,570
9606.ENSP00000231061,9606.ENSP00000269571,321
9606.ENSP00000231061,9606.ENSP00000257290,395
9606.ENSP00000231061,9606.ENSP00000393312,327
9606.ENSP00000231061,9606.ENSP00000263923,628
9606.ENSP00000231061,9606.ENSP00000362680,313
9606.ENSP00000231061,9606.ENSP00000261799,469
9606.ENSP00000231228,9606.ENSP00000275493,666
9606.ENSP00000231228,9606.ENSP00000371067,639
9606.ENSP00000231228,9606.ENSP00000257290,686
9606.ENSP00000231228,9606.ENSP00000499900,555
9606.ENSP00000231228,9606.ENSP00000261799,673
9606.ENSP00000231449,9606.ENSP00000346671,399
9606.ENSP00000231449,9606.ENSP00000302486,319
9606.ENSP00000231449,9606.ENSP00000477713,669
9606.ENSP00000231449,9606.ENSP00000354558,744
9606.ENSP00000231449,9606.ENSP00000282397,402
9606.ENSP00000231449,9606.ENSP00000275493,820
9606.ENSP00000231449,9606.ENSP00000288135,589
9606.ENSP00000231449,9606.ENSP00000432511,998
9606.ENSP00000231449,9606.ENSP00000269571,470
9606.ENSP00000231449,9606.ENSP00000361423,553
9606.ENSP00000231449,9606.ENSP00000499900,997
9606.ENSP00000231449,9606.ENSP00000257290,756
9606.ENSP00000231449,9606.ENSP00000428924,450
9606.ENSP00000231449,9606.ENSP00000419260,375
9606.ENSP00000231449,9606.ENSP00000263967,435
9606.ENSP00000231449,9606.ENSP00000317272,340
9606.ENSP00000231449,9606.ENSP00000371067,856
9606.ENSP00000231449,9606.ENSP00000483570,449
9606.ENSP00000231449,9606.ENSP00000263923,531
9606.ENSP00000231449,9606.ENSP00000362680,509
9606.ENSP00000231449,9606.ENSP00000261799,757
9606.ENSP00000231449,9606.ENSP00000373700,310
9606.ENSP00000231454,9606.ENSP00000261799,730
9606.ENSP00000231454,9606.ENSP00000257290,775
9606.ENSP00000231454,9606.ENSP00000428924,347
9606.ENSP00000231454,9606.ENSP00000499900,674
9606.ENSP00000231454,9606.ENSP00000362680,325
9606.ENSP00000231454,9606.ENSP00000432511,654
9606.ENSP00000231454,9606.ENSP00000288135,519
9606.ENSP00000231454,9606.ENSP00000275493,762
9606.ENSP00000231454,9606.ENSP00000371067,889
9606.ENSP00000231454,9606.ENSP00000282397,310
9606.ENSP00000231454,9606.ENSP00000263967,441
9606.ENSP00000231454,9606.ENSP00000477713,370
9606.ENSP00000231484,9606.ENSP00000263923,329
9606.ENSP00000231487,9606.ENSP00000354558,309
9606.ENSP00000231487,9606.ENSP00000275493,583
9606.ENSP00000231487,9606.ENSP00000231948,580
9606.ENSP00000231487,9606.ENSP00000371067,583
9606.ENSP00000231487,9606.ENSP00000362680,302
9606.ENSP00000231509,9606.ENSP00000346671,468
9606.ENSP00000231509,9606.ENSP00000477713,466
9606.ENSP00000231509,9606.ENSP00000275493,870
9606.ENSP00000231509,9606.ENSP00000354558,380
9606.ENSP00000231509,9606.ENSP00000288135,537
9606.ENSP00000231509,9606.ENSP00000499900,394
9606.ENSP00000231509,9606.ENSP00000361423,300
9606.ENSP00000231509,9606.ENSP00000269571,365
9606.ENSP00000231509,9606.ENSP00000263967,315
9606.ENSP00000231509,9606.ENSP00000371067,385
9606.ENSP00000231509,9606.ENSP00000362680,447
9606.ENSP00000231509,9606.ENSP00000263923,315
9606.ENSP00000231524,9606.ENSP00000317272,356
9606.ENSP00000231572,9606.ENSP00000275493,321
9606.ENSP00000231656,9606.ENSP00000261799,525
9606.ENSP00000231721,9606.ENSP00000263923,303
9606.ENSP00000231721,9606.ENSP00000317272,338
9606.ENSP00000231751,9606.ENSP00000269571,304
9606.ENSP00000231751,9606.ENSP00000275493,343
9606.ENSP00000231751,9606.ENSP00000231948,454
9606.ENSP00000231790,9606.ENSP00000275493,621
9606.ENSP00000231790,9606.ENSP00000302486,301
9606.ENSP00000231790,9606.ENSP00000269571,624
9606.ENSP00000231790,9606.ENSP00000361423,481
9606.ENSP00000231790,9606.ENSP00000257290,477
9606.ENSP00000231790,9606.ENSP00000288135,480
9606.ENSP00000231790,9606.ENSP00000432511,460
9606.ENSP00000231790,9606.ENSP00000317272,312
9606.ENSP00000231790,9606.ENSP00000371067,450
9606.ENSP00000231790,9606.ENSP00000263967,789
9606.ENSP00000231790,9606.ENSP00000393312,448
9606.ENSP00000231790,9606.ENSP00000263923,430
9606.ENSP00000231790,9606.ENSP00000362680,385
9606.ENSP00000231790,9606.ENSP00000373700,552
9606.ENSP00000231887,9606.ENSP00000275493,304
9606.ENSP00000231948,9606.ENSP00000254436,380
9606.ENSP00000231948,9606.ENSP00000225792,308
9606.ENSP00000231948,9606.ENSP00000370208,594
9606.ENSP00000231948,9606.ENSP00000482030,406
9606.ENSP00000231948,9606.ENSP00000247153,329
9606.ENSP00000231948,9606.ENSP00000384109,999
9606.ENSP00000231948,9606.ENSP00000340505,305
9606.ENSP00000231948,9606.ENSP00000357052,934
9606.ENSP00000231948,9606.ENSP00000368835,333
9606.ENSP00000231948,9606.ENSP00000358474,311
9606.ENSP00000231948,9606.ENSP00000259915,305
9606.ENSP00000231948,9606.ENSP00000293805,355
9606.ENSP00000231948,9606.ENSP00000264414,382
9606.ENSP00000231948,9606.ENSP00000316357,407
9606.ENSP00000231948,9606.ENSP00000360167,557
9606.ENSP00000231948,9606.ENSP00000325919,359
9606.ENSP00000231948,9606.ENSP00000462745,582
9606.ENSP00000231948,9606.ENSP00000376808,305
9606.ENSP00000231948,9606.ENSP00000360242,302
9606.ENSP00000231948,9606.ENSP00000428223,309
9606.ENSP00000231948,9606.ENSP00000223321,309
9606.ENSP00000231948,9606.ENSP00000297579,900
9606.ENSP00000231948,9606.ENSP00000257904,315
9606.ENSP00000231948,9606.ENSP00000412869,305
9606.ENSP00000231948,9606.ENSP00000262525,664
9606.ENSP00000231948,9606.ENSP00000478887,506
9606.ENSP00000231948,9606.ENSP00000387822,341
9606.ENSP00000231948,9606.ENSP00000265734,306
9606.ENSP00000231948,9606.ENSP00000258774,389
9606.ENSP00000231948,9606.ENSP00000462729,408
9606.ENSP00000231948,9606.ENSP00000380638,403
9606.ENSP00000231948,9606.ENSP00000301764,999
9606.ENSP00000231948,9606.ENSP00000226730,353
9606.ENSP00000231948,9606.ENSP00000365804,548
9606.ENSP00000231948,9606.ENSP00000249396,711
9606.ENSP00000231948,9606.ENSP00000216225,999
9606.ENSP00000231948,9606.ENSP00000331614,999
9606.ENSP00000231948,9606.ENSP00000381185,330
9606.ENSP00000231948,9606.ENSP00000309689,311
9606.ENSP00000231948,9606.ENSP00000365230,325
9606.ENSP00000231948,9606.ENSP00000441065,641
9606.ENSP00000231948,9606.ENSP00000456340,965
9606.ENSP00000231948,9606.ENSP00000254337,965
9606.ENSP00000231948,9606.ENSP00000363822,351
9606.ENSP00000231948,9606.ENSP00000467286,518
9606.ENSP00000231948,9606.ENSP00000410083,322
9606.ENSP00000231948,9606.ENSP00000290158,314
9606.ENSP00000231948,9606.ENSP00000435096,321
9606.ENSP00000231948,9606.ENSP00000401888,350
9606.ENSP00000231948,9606.ENSP00000239690,619
9606.ENSP00000231948,9606.ENSP00000369127,354
9606.ENSP00000231948,9606.ENSP00000293771,625
9606.ENSP00000231948,9606.ENSP00000355114,909
9606.ENSP00000231948,9606.ENSP00000216911,302
9606.ENSP00000231948,9606.ENSP00000338157,391
9606.ENSP00000231948,9606.ENSP00000358022,654
9606.ENSP00000231948,9606.ENSP00000483570,836
9606.ENSP00000231948,9606.ENSP00000379683,308
9606.ENSP00000231948,9606.ENSP00000229307,311
9606.ENSP00000231948,9606.ENSP00000355958,923
9606.ENSP00000231948,9606.ENSP00000373647,602
9606.ENSP00000231948,9606.ENSP00000378284,303
9606.ENSP00000231948,9606.ENSP00000251607,512
9606.ENSP00000231948,9606.ENSP00000453793,838
9606.ENSP00000231948,9606.ENSP00000350512,879
9606.ENSP00000231948,9606.ENSP00000379888,306
9606.ENSP00000231948,9606.ENSP00000371067,435
9606.ENSP00000231948,9606.ENSP00000386880,446
9606.ENSP00000231948,9606.ENSP00000433623,405
9606.ENSP00000231948,9606.ENSP00000256996,958
9606.ENSP00000231948,9606.ENSP00000283006,426
9606.ENSP00000231948,9606.ENSP00000424544,918
9606.ENSP00000231948,9606.ENSP00000256443,349
9606.ENSP00000231948,9606.ENSP00000376352,319
9606.ENSP00000231948,9606.ENSP00000325018,666
9606.ENSP00000231948,9606.ENSP00000257430,309
9606.ENSP00000231948,9606.ENSP00000352928,938
9606.ENSP00000231948,9606.ENSP00000374455,378
9606.ENSP00000231948,9606.ENSP00000301019,636
9606.ENSP00000231948,9606.ENSP00000478289,301
9606.ENSP00000231948,9606.ENSP00000415556,922
9606.ENSP00000231948,9606.ENSP00000217086,894
9606.ENSP00000231948,9606.ENSP00000262306,325
9606.ENSP00000231948,9606.ENSP00000338290,431
9606.ENSP00000231948,9606.ENSP00000244061,541
9606.ENSP00000231948,9606.ENSP00000385385,308
9606.ENSP00000231948,9606.ENSP00000295256,437
9606.ENSP00000231948,9606.ENSP00000346340,824
9606.ENSP00000231948,9606.ENSP00000263377,978
9606.ENSP00000231948,9606.ENSP00000260731,329
9606.ENSP00000231948,9606.ENSP00000349722,507
9606.ENSP00000231948,9606.ENSP00000269305,595
9606.ENSP00000231948,9606.ENSP00000371682,956
9606.ENSP00000231948,9606.ENSP00000360609,447
9606.ENSP00000231948,9606.ENSP00000228887,357
9606.ENSP00000231948,9606.ENSP00000374529,377
9606.ENSP00000231948,9606.ENSP00000419765,489
9606.ENSP00000231948,9606.ENSP00000499020,415
9606.ENSP00000231948,9606.ENSP00000360266,710
9606.ENSP00000231948,9606.ENSP00000339030,988
9606.ENSP00000231948,9606.ENSP00000313582,661
9606.ENSP00000231948,9606.ENSP00000266735,311
9606.ENSP00000231948,9606.ENSP00000351777,347
9606.ENSP00000231948,9606.ENSP00000266376,301
9606.ENSP00000231948,9606.ENSP00000261798,997
9606.ENSP00000231948,9606.ENSP00000365458,523
9606.ENSP00000231948,9606.ENSP00000346148,526
9606.ENSP00000231948,9606.ENSP00000324806,367
9606.ENSP00000231948,9606.ENSP00000357565,316
9606.ENSP00000231948,9606.ENSP00000494831,313
9606.ENSP00000231948,9606.ENSP00000477613,397
9606.ENSP00000231948,9606.ENSP00000264033,446
9606.ENSP00000231948,9606.ENSP00000313601,802
9606.ENSP00000231948,9606.ENSP00000290541,605
9606.ENSP00000231948,9606.ENSP00000265593,403
9606.ENSP00000231948,9606.ENSP00000363641,336
9606.ENSP00000231948,9606.ENSP00000449785,308
9606.ENSP00000231948,9606.ENSP00000355325,311
9606.ENSP00000231948,9606.ENSP00000373979,322
9606.ENSP00000231948,9606.ENSP00000259469,323
9606.ENSP00000231948,9606.ENSP00000338413,531
9606.ENSP00000231948,9606.ENSP00000262320,347
9606.ENSP00000231948,9606.ENSP00000370343,633
9606.ENSP00000231948,9606.ENSP00000426387,507
9606.ENSP00000231948,9606.ENSP00000365693,396
9606.ENSP00000231948,9606.ENSP00000256474,576
9606.ENSP00000231948,9606.ENSP00000220592,635
9606.ENSP00000231948,9606.ENSP00000478121,482
9606.ENSP00000231948,9606.ENSP00000379839,376
9606.ENSP00000231948,9606.ENSP00000313454,322
9606.ENSP00000231948,9606.ENSP00000216479,374
9606.ENSP00000231948,9606.ENSP00000453089,575
9606.ENSP00000231948,9606.ENSP00000300101,470
9606.ENSP00000231948,9606.ENSP00000380178,681
9606.ENSP00000231948,9606.ENSP00000326804,730
9606.ENSP00000231948,9606.ENSP00000229812,360
9606.ENSP00000231948,9606.ENSP00000347324,345
9606.ENSP00000231948,9606.ENSP00000495556,300
9606.ENSP00000231948,9606.ENSP00000353128,557
9606.ENSP00000231948,9606.ENSP00000300093,435
9606.ENSP00000231948,9606.ENSP00000313034,903
